patient_id,ic50
22RV1,0.34762336311776876
2313287,0.9126997305000237
42MGBA,2.6660972829527116
A427,4.200906227946156
BFTC905,3.3030130694075837
C32,2.244930794665089
EFO27,3.0670717341659577
EN,3.370401968972318
EPLC272H,1.9301325963182714
HCC1143,2.4870897186321055
HCC1954,1.862308204238276
HCC366,3.962023474562455
HDMYZ,2.8960369636630157
HH,0.2915753067221849
HL60,0.7591811419132759
HPAC,3.015031908489018
HSC4,4.969543211216366
HT1080,0.5968947183088387
KE37,0.1254073955463122
KNS62,2.6549051115208253
KYM1,3.7306637396895423
KYSE510,1.6128255659242048
LAMA84,1.2357049486145295
LCLC97TM1,1.3087461569271255
LXF289,2.5915445854492516
MEWO,1.4078824175348386
MV411,0.33681962322336756
NCIH1299,3.115339773267193
NCIH1341,0.7178323011817624
NCIH1838,2.4097309145341175
NCIH1876,1.4515481741661165
NCIH2052,3.574459081528188
NCIH596,4.505054596090369
NCIH810,1.2385636276796523
NCIN87,3.340096987055752
ONS76,3.2150050610250624
OVISE,2.8749141085374177
PANC0403,2.4325811540212032
PANC0813,3.243069680424238
PSN1,2.4387233207241317
QGP1,2.181741172718457
RAJI,0.20713678419067216
SCC4,3.7074583739731253
SKLMS1,2.2698555738681274
SNU1,1.4157939692927828
SNU398,2.8051397628070007
SUPM2,0.5213095502648599
SW1116,3.2054331454844283
SW1573,4.104397181708112
SW1990,2.9728433583967497
SW837,3.8384208116922336
TE1,3.2067909827522856
TE6,5.114587745723068
TT2609C02,2.1742475730232993
UACC62,1.6406509770535627
