patient_id,ic50
22RV1,2.9107337506094475
2313287,1.2424401778773846
42MGBA,2.436090985525384
A427,2.423318372468601
BFTC905,3.135279151361353
C32,2.217781813876324
EFO27,3.2833069184807204
EN,3.11876379745794
EPLC272H,2.383761371240775
HCC1143,2.593747415931802
HCC1954,2.1750535164386218
HCC366,2.6500193408448913
HDMYZ,2.498991162753603
HH,0.9954146142986127
HL60,1.570021171976294
HPAC,2.9531022158580056
HSC4,2.975296733606633
HT1080,2.384183107724084
KE37,0.8943814556507079
KNS62,2.4488063760104897
KYM1,3.0203137783544705
KYSE510,2.287686292506689
LAMA84,1.94092147550538
LCLC97TM1,2.9940917006154875
LXF289,3.3818576774898794
MEWO,2.256666626286494
MV411,1.314524363472389
NCIH1299,2.3811017555605787
NCIH1341,1.6660441258427234
NCIH1838,2.8275156418910314
NCIH1876,3.596562997937915
NCIH2052,3.2643679428166807
NCIH596,3.0541379238852655
NCIH810,2.6400047460934406
NCIN87,2.6818322622707096
ONS76,2.102140009477343
OVISE,4.13163213953145
PANC0403,2.7383126767331483
PANC0813,2.4900225719459153
PSN1,2.7539945544880755
QGP1,2.056689977915017
RAJI,1.0527161485992234
SCC4,2.7647915799326066
SKLMS1,3.102502170926858
SNU1,1.1363836111448724
SNU398,2.3206749657963823
SUPM2,1.3536734202143479
SW1116,2.8682058250947366
SW1573,3.2040472384183967
SW1990,2.63420631186089
SW837,3.306298356511665
TE1,3.16721778386271
TE6,2.8529439565864783
TT2609C02,2.726131678719375
UACC62,2.448511269622826
