patient_id,ic50
22RV1,0.15718475885463734
2313287,1.0158378576525413
42MGBA,2.885270671549258
A427,2.8923003612519542
BFTC905,0.7639893215795965
C32,3.4334458381408024
EFO27,1.481378982229902
EN,1.9001079279521054
EPLC272H,0.5665918731070902
HCC1143,0.329406471086489
HCC1954,1.3871621152587794
HCC366,2.052614629299787
HDMYZ,3.3089543125530323
HH,1.1585490620886612
HL60,0.741678177354911
HPAC,1.5757743438152088
HSC4,0.04416161449382883
HT1080,2.4966451280014175
KE37,1.3504449784245247
KNS62,1.2030690620773026
KYM1,0.8855595097731725
KYSE510,-0.1524730911480383
LAMA84,1.8060705369962764
LCLC97TM1,2.002518474032955
LXF289,1.2482890833734555
MEWO,2.0797767337623903
MV411,0.3438908365712159
NCIH1299,2.293015239112524
NCIH1341,2.11376381494091
NCIH1838,1.5767947377301368
NCIH1876,1.7546618150619298
NCIH2052,2.340806782386785
NCIH596,1.589936386974289
NCIH810,1.8420758221442939
NCIN87,2.062055773241881
ONS76,1.8008403225714127
OVISE,-0.32720287851158525
PANC0403,1.9318184436152674
PANC0813,2.8007941033325383
PSN1,4.85944032485173
QGP1,2.2882615433127267
RAJI,0.9313019187295379
SCC4,0.5410249617256409
SKLMS1,2.3089143597051516
SNU1,2.0412456174026574
SNU398,1.2945933321529148
SUPM2,0.8751205043171186
SW1116,1.8178066258966916
SW1573,2.182470125545341
SW1990,1.9328843314817277
SW837,2.5863518365304756
TE1,1.738575509855792
TE6,-0.45264745933787576
TT2609C02,3.2848344703024104
UACC62,2.8688520075174244
