patient_id,ic50
22RV1,-1.1282995091887678
2313287,2.11752393134629
42MGBA,2.873385846422968
A427,2.615352620753314
BFTC905,0.6805365159699553
C32,2.686156750667979
EFO27,3.200190588258801
EN,2.7596600095167574
EPLC272H,2.5899231999491104
HCC1143,3.6242929282002656
HCC1954,3.1351962353606186
HCC366,4.0003207148740625
HDMYZ,1.5627667494981659
HH,-0.6426503963126766
HL60,-0.14754094942859686
HPAC,2.8013327375659207
HSC4,2.062288234150139
HT1080,1.1589132764145023
KE37,-2.602094416222446
KNS62,1.7055302608736171
KYM1,-0.22303097235976366
KYSE510,2.613803483296091
LAMA84,-2.630787528429039
LCLC97TM1,0.29984961265403487
LXF289,1.3879774760964605
MEWO,1.928555730493858
MV411,-1.6465088109874708
NCIH1299,0.5476161765453689
NCIH1341,1.2923907172010043
NCIH1838,3.01847213446628
NCIH1876,2.2010079565386853
NCIH2052,3.163420100859748
NCIH596,4.427540899245766
NCIH810,1.1789524030916303
NCIN87,1.932211190311226
ONS76,2.07878955245574
OVISE,2.4166831840312955
PANC0403,2.268109708164041
PANC0813,1.9003526801956592
PSN1,1.7943480679311365
QGP1,2.1054373956573156
RAJI,-1.3656646030459272
SCC4,2.1855652055590387
SKLMS1,1.9833315604920718
SNU1,1.3476243203299993
SNU398,0.6146792925318605
SUPM2,-0.9372734065763657
SW1116,3.688577527079127
SW1573,2.347236116831825
SW1990,1.9062704786374636
SW837,5.014801872844776
TE1,3.97690342474889
TE6,0.9415733399339942
TT2609C02,1.1594248320937977
UACC62,3.181748796372398
