patient_id,ic50
22RV1,-2.6556604732747466
2313287,0.016340659969127924
42MGBA,-1.1922646141202096
A427,-0.644889219872511
BFTC905,-0.7891268570549931
C32,-0.9993004357122475
EFO27,-0.2893052444734513
EN,0.20139692099913775
EPLC272H,0.2725374312485649
HCC1143,-0.30295296575085906
HCC1954,-0.4411841837614064
HCC366,-0.20340483943314525
HDMYZ,-0.720922000440199
HH,-2.3983595586495836
HL60,-2.820853901849862
HPAC,0.4022023163253079
HSC4,-1.194179494234156
HT1080,-2.154204130315281
KE37,-3.326373319734917
KNS62,-0.6091997753107362
KYM1,-1.905892229510128
KYSE510,-0.7622510923474812
LAMA84,-2.452166714569704
LCLC97TM1,-0.6542497521756677
LXF289,0.13281862273991607
MEWO,-1.163487842917342
MV411,-3.4415783075472177
NCIH1299,-1.7994624615526644
NCIH1341,-0.9445687466013016
NCIH1838,0.04953589121217883
NCIH1876,-0.2478813891434115
NCIH2052,-0.5068433512783965
NCIH596,1.1431754449493776
NCIH810,-0.3940857011893781
NCIN87,-0.6636269782604103
ONS76,-2.0203951238969804
OVISE,-0.5778886486657104
PANC0403,0.7431507728471993
PANC0813,0.3814371770380729
PSN1,-0.03813076309466046
QGP1,-0.4184069687072312
RAJI,-3.789055650043098
SCC4,0.02188436742783273
SKLMS1,-1.2397258178091732
SNU1,-2.9374408833848626
SNU398,-1.1201754976657543
SUPM2,-3.0423994853733545
SW1116,0.867811846687238
SW1573,-0.43625273300918044
SW1990,0.38799573653109976
SW837,1.6574850178465914
TE1,-0.18825769171018158
TE6,0.2628741998398083
TT2609C02,-1.4452017004629316
UACC62,-0.81284904045831885
