patient_id,ic50
22RV1,-0.5754145490529383
2313287,1.1961294895459091
42MGBA,1.8136138971388354
A427,5.071945937782977
BFTC905,1.167287695199776
C32,2.7833954299582553
EFO27,1.9608403051388104
EN,1.8894734650627643
EPLC272H,0.750747683260015
HCC1143,1.0879114776228782
HCC1954,0.8282222124735755
HCC366,2.224027447873749
HDMYZ,2.2035645472506973
HH,1.555782809621113
HL60,1.5645930663971195
HPAC,1.0806882901142336
HSC4,0.8470776489522905
HT1080,1.5937572661214938
KE37,1.0260174758018696
KNS62,1.4658806250111966
KYM1,1.6459459495142672
KYSE510,1.000308514055225
LAMA84,2.8820494707764093
LCLC97TM1,0.651326909211711
LXF289,0.6407980194768313
MEWO,2.408026141256898
MV411,0.9895935181915989
NCIH1299,1.969770975665172
NCIH1341,1.4373450498336366
NCIH1838,2.6432710520922083
NCIH1876,2.2285777636312893
NCIH2052,2.4356908266978037
NCIH596,2.2727522003079104
NCIH810,0.8737029639175584
NCIN87,1.1799743542383656
ONS76,1.4898816109119772
OVISE,1.4634153460329533
PANC0403,1.5900398652342091
PANC0813,2.247329636796993
PSN1,2.1707697538063755
QGP1,1.2279916776034903
RAJI,0.9022155852671025
SCC4,0.27847847726524755
SKLMS1,2.1047445497744715
SNU1,-0.7474337792260808
SNU398,1.4614038859658214
SUPM2,1.6933860005007761
SW1116,2.0503418345539473
SW1573,3.0175240266376555
SW1990,2.59131984653501
SW837,2.8073379937912617
TE1,1.792841946983528
TE6,0.03466748333464231
TT2609C02,3.4690783793546816
UACC62,2.2003634126630782
