patient_id,ic50
22RV1,3.8098687781929175
2313287,3.8360187058478035
42MGBA,2.775290424984939
A427,3.829527484152263
BFTC905,3.4914151453210875
C32,5.147438487272096
EFO27,4.1304376841246295
EN,3.9370235855247397
EPLC272H,3.8950417402726516
HCC1143,4.186193865827211
HCC1954,5.0582569432284785
HCC366,5.529226473334435
HDMYZ,4.081120339795659
HH,3.5456614844067493
HL60,3.057182861416959
HPAC,4.29078232671911
HSC4,4.718263941335439
HT1080,3.9807960271128895
KE37,3.7051432445409285
KNS62,2.8017977453836274
KYM1,1.6116573831510381
KYSE510,3.691765387298612
LAMA84,2.6326986131902874
LCLC97TM1,4.136483040639405
LXF289,2.9733250413308787
MEWO,5.57125488289908
MV411,2.2271507006494566
NCIH1299,3.4613419804454537
NCIH1341,2.5712952747478663
NCIH1838,4.212750716386572
NCIH1876,3.3877680649419504
NCIH2052,4.42325221674132
NCIH596,4.214828898817464
NCIH810,3.3134146875580663
NCIN87,4.881077596029064
ONS76,3.018108448671901
OVISE,3.6977182415881056
PANC0403,4.056388941528568
PANC0813,4.161298073780423
PSN1,3.804440780054449
QGP1,3.7604994517135504
RAJI,2.8463259462963864
SCC4,4.008063961816718
SKLMS1,3.9145667971115907
SNU1,2.4819210779732224
SNU398,2.5584032281113926
SUPM2,1.386670368154065
SW1116,4.425786630938413
SW1573,4.712342188439628
SW1990,3.5260494371362943
SW837,4.012197966769658
TE1,4.132331254932686
TE6,3.7631166606780395
TT2609C02,4.08354059261063
UACC62,5.164025611805419
