patient_id,ic50
22RV1,0.17681389116134283
2313287,1.965587610908495
42MGBA,1.7956463581691386
A427,1.3100642355293552
BFTC905,2.074613499113625
C32,2.180695203340574
EFO27,3.2331980372482123
EN,1.6455897772699757
EPLC272H,2.61637674938928
HCC1143,3.486876657989039
HCC1954,3.4880279326318293
HCC366,2.801762044958207
HDMYZ,1.6264199970372206
HH,0.36516303386946825
HL60,0.24823550222919444
HPAC,1.4848680881980727
HSC4,2.684324271556851
HT1080,1.5232598661874552
KE37,-0.05537612170682826
KNS62,2.0133703369479345
KYM1,2.1793720703325494
KYSE510,1.537131455850891
LAMA84,-0.6279525059598372
LCLC97TM1,1.778377188591013
LXF289,1.8883170641095766
MEWO,2.133533331909889
MV411,-1.6202223714386403
NCIH1299,1.4085855027186218
NCIH1341,1.7764636794788926
NCIH1838,3.109383105002342
NCIH1876,2.2424766208589224
NCIH2052,2.333534561599431
NCIH596,3.2268181841128323
NCIH810,2.0231919755407604
NCIN87,2.1754667135565744
ONS76,2.063729238224625
OVISE,2.1155765193414453
PANC0403,2.0218072728591974
PANC0813,1.8033087330620543
PSN1,1.4037506740161714
QGP1,2.644767037984321
RAJI,-2.003770905586026
SCC4,2.3286466715979333
SKLMS1,2.285669425215615
SNU1,-0.7522686022336176
SNU398,0.9846296912880392
SUPM2,-1.233243237547868
SW1116,2.9318760123782086
SW1573,2.3679244119917424
SW1990,2.140234195134771
SW837,3.3845650187982415
TE1,2.414380715545622
TE6,1.8769724933842384
TT2609C02,2.7484660597291715
UACC62,2.3616803354302616
