patient_id,ic50
22RV1,2.234353852223858
2313287,1.9761182062469242
42MGBA,3.4414082408439586
A427,5.620661862685919
BFTC905,1.1236916525689427
C32,3.359350324250759
EFO27,3.2769053935185863
EN,3.9458073947489525
EPLC272H,1.3317691588551113
HCC1143,1.2833334492788249
HCC1954,2.035405955768052
HCC366,3.131648327859785
HDMYZ,4.230125619108035
HH,2.262651504663203
HL60,3.0988839443117095
HPAC,2.94731377725199
HSC4,2.0293766824247124
HT1080,2.3463190941969825
KE37,1.3154466674547145
KNS62,1.6478022652391804
KYM1,3.7638092578564706
KYSE510,0.9961694917362625
LAMA84,3.8216542339516018
LCLC97TM1,4.911599190111146
LXF289,1.6913705165980606
MEWO,3.727120759691325
MV411,2.294390018160794
NCIH1299,3.2421683245058954
NCIH1341,3.141793644554785
NCIH1838,4.584651781564003
NCIH1876,3.479673963078425
NCIH2052,3.709619316088032
NCIH596,3.549433074506941
NCIH810,3.5000644536093795
NCIN87,2.715948790543744
ONS76,1.1782664234523006
OVISE,2.114355297859092
PANC0403,4.039857324236436
PANC0813,4.369586609618979
PSN1,3.7470663867470764
QGP1,4.125887779346307
RAJI,1.991286768412418
SCC4,1.8814107811139957
SKLMS1,3.7551828087937777
SNU1,3.096077344030358
SNU398,3.1585509003559813
SUPM2,2.273077926458509
SW1116,3.3885477237768438
SW1573,4.908273838570401
SW1990,4.900977533907212
SW837,3.7537746285121467
TE1,3.8683140342568696
TE6,0.943717596413324
TT2609C02,3.880190800861401
UACC62,2.969442144505082
