patient_id,ic50
22RV1,0.13203967214318948
2313287,0.7927955716355902
42MGBA,1.322434737278091
A427,2.434342774997385
BFTC905,-0.6782713917836662
C32,-2.328285734673869
EFO27,0.7176167689701713
EN,2.0784213656577575
EPLC272H,-0.13156950407042778
HCC1143,0.06919385316016768
HCC1954,0.4390898460868843
HCC366,0.6422341376743339
HDMYZ,1.125528611347283
HH,0.07292422729428288
HL60,-1.761852658224268
HPAC,-1.0664933076789815
HSC4,0.8317290503910812
HT1080,-0.6103546820519228
KE37,0.022511319734417168
KNS62,-0.19545519338025924
KYM1,-0.24128846470607163
KYSE510,1.1315834198142316
LAMA84,-2.1813435113695965
LCLC97TM1,-1.151684227152276
LXF289,0.5041964671074721
MEWO,-2.351957505792994
MV411,-2.291356193533316
NCIH1299,0.0652490569601441
NCIH1341,1.89186465220101
NCIH1838,0.870005717400282
NCIH1876,1.3750617959273772
NCIH2052,1.1514461731814607
NCIH596,0.8418602207658732
NCIH810,0.9077769817218408
NCIN87,-1.7070065458475085
ONS76,-0.1532571979135145
OVISE,0.4276849527791973
PANC0403,-0.6100705977966667
PANC0813,-0.6041728190555049
PSN1,-2.332579389823649
QGP1,0.9610867743469307
RAJI,0.022570303246620793
SCC4,-0.2499322859074033
SKLMS1,0.6703069007682281
SNU1,-0.9634097922512368
SNU398,1.0382908006567078
SUPM2,-0.026542719313752072
SW1116,-0.43367464067841793
SW1573,0.5361471611014809
SW1990,0.08497650595650255
SW837,0.3246822935347545
TE1,0.6385673236191789
TE6,2.324540966413464
TT2609C02,1.0637965907622318
UACC62,-2.3507839245233955
