patient_id,ic50
22RV1,-2.3500927005153454
2313287,1.0111059199302979
42MGBA,1.2692817212059526
A427,0.8508766026156489
BFTC905,-1.0038516426447257
C32,2.154549661754677
EFO27,1.5759174822158322
EN,0.7366775830370651
EPLC272H,0.582580314357899
HCC1143,0.6781401704540675
HCC1954,1.5073601864520976
HCC366,1.515047248604695
HDMYZ,1.3020397931295244
HH,-1.6376606967212537
HL60,-1.5922026248638168
HPAC,1.0867283480108472
HSC4,0.35883987872874823
HT1080,0.8532836219879052
KE37,-2.4574854560473307
KNS62,1.4095767098230947
KYM1,-2.5887913177840334
KYSE510,-0.35147048449906715
LAMA84,-0.8247338507444697
LCLC97TM1,0.0287012387971165
LXF289,0.4993464180003485
MEWO,2.177762561553581
MV411,-2.0822639757400188
NCIH1299,0.4180721372635195
NCIH1341,-1.3578407034786324
NCIH1838,1.959345187952225
NCIH1876,-1.747159783423011
NCIH2052,2.532868666357391
NCIH596,2.1561257481554716
NCIH810,-0.26568198424230605
NCIN87,1.059435142682271
ONS76,0.37875633339458653
OVISE,0.5615617759024927
PANC0403,1.7511773872292447
PANC0813,1.6573106121859218
PSN1,-0.09069888244888635
QGP1,1.5584360430885673
RAJI,-2.6146393171219744
SCC4,0.2158986385006894
SKLMS1,1.4662463386538889
SNU1,-0.27637013369337093
SNU398,0.25440842906718053
SUPM2,-2.647026612099098
SW1116,2.119475448375616
SW1573,0.9343760584916035
SW1990,2.09347033872732
SW837,3.2085857019114075
TE1,1.5648812746647192
TE6,-0.8420355732711073
TT2609C02,-0.14664476762006362
UACC62,2.176360999903247
