patient_id,ic50
22RV1,1.7496279394146814
2313287,2.4363670867122464
42MGBA,2.4693935065243906
A427,4.397009139556683
BFTC905,2.0945315758469665
C32,2.7987282234641575
EFO27,3.1013689196770646
EN,3.106473771479405
EPLC272H,2.723134174786651
HCC1143,3.279724511183365
HCC1954,2.2637241277351814
HCC366,4.048404131799387
HDMYZ,2.771725150514295
HH,1.6194816340119491
HL60,1.9119684234842307
HPAC,3.2105633453177886
HSC4,2.4491418596102195
HT1080,1.7020476379494276
KE37,1.4770837938619548
KNS62,3.151959144482068
KYM1,2.9530810327530763
KYSE510,2.7478805204893324
LAMA84,1.649272991458619
LCLC97TM1,3.0133217582522795
LXF289,1.9012663126964744
MEWO,2.536442288629376
MV411,1.6211441129897823
NCIH1299,3.4085495000381756
NCIH1341,2.7499213692906563
NCIH1838,3.923511425328052
NCIH1876,2.5270559499143017
NCIH2052,3.7112498555518556
NCIH596,4.11937995311004
NCIH810,3.0847224735105048
NCIN87,2.274682246242228
ONS76,2.8510457541834255
OVISE,2.2531419755463653
PANC0403,2.779761256910665
PANC0813,3.3739860251668143
PSN1,4.286261202530401
QGP1,2.784224425834794
RAJI,1.5911933214827148
SCC4,2.5251122969667334
SKLMS1,2.9717902226526665
SNU1,2.2528919913869707
SNU398,2.2748052220586854
SUPM2,1.5613328330465086
SW1116,2.8881644979585825
SW1573,2.663845307905787
SW1990,4.360724487867839
SW837,3.6421035740215104
TE1,3.4783104405285297
TE6,3.360388612253803
TT2609C02,3.239550879260579
UACC62,2.3617036902456827
