patient_id,ic50
22RV1,0.5851111448050159
2313287,1.194009211064163
42MGBA,1.3996311353551936
A427,0.2691667375205519
BFTC905,0.16230073921559163
C32,2.1081413806883154
EFO27,0.6956755886409127
EN,1.1626667233609118
EPLC272H,0.17772007442947912
HCC1143,1.9343738583197692
HCC1954,1.8929819914592283
HCC366,1.5083480911409484
HDMYZ,2.251941271805652
HH,-0.757278645495767
HL60,-0.1993358161294767
HPAC,0.891046799295148
HSC4,0.9407124914439675
HT1080,1.001142650578245
KE37,-0.6443402986472395
KNS62,0.5991869579812545
KYM1,0.7153268631160317
KYSE510,0.48403994952380136
LAMA84,-1.1657073429566125
LCLC97TM1,1.3133874099534486
LXF289,0.15534081259426924
MEWO,1.7381017182077863
MV411,-1.1506609970651793
NCIH1299,-0.2055165150612338
NCIH1341,1.037946899894806
NCIH1838,1.5917320444130318
NCIH1876,0.24619653327212615
NCIH2052,2.393974340257481
NCIH596,2.316539272692629
NCIH810,-0.2229504760112847
NCIN87,0.6186699982662336
ONS76,1.5752681176071814
OVISE,0.6959657321746957
PANC0403,1.5319262920527261
PANC0813,1.7671040545898284
PSN1,0.7644463317959127
QGP1,1.7205980062730173
RAJI,-0.8232767988073328
SCC4,0.9870619214859395
SKLMS1,1.5913142791471346
SNU1,-0.6195138948334014
SNU398,0.2519349692852989
SUPM2,-0.7566641567006906
SW1116,0.8868932514058818
SW1573,1.4716084815999193
SW1990,1.1972254876230297
SW837,1.6720424677307038
TE1,1.388528106407384
TE6,0.5787312175040205
TT2609C02,1.4334278093123412
UACC62,2.3291483476601496
