patient_id,ic50
22RV1,3.9782592879057006
2313287,5.728684911839649
42MGBA,5.263207116002386
A427,4.8708750242224665
BFTC905,5.747938484406261
C32,6.16339785826584
EFO27,5.949440863396913
EN,5.5439841243265064
EPLC272H,5.431191556903065
HCC1143,5.469929796901331
HCC1954,5.772368630241513
HCC366,6.228895266262938
HDMYZ,5.63347902364886
HH,3.703626967480325
HL60,3.920274706454429
HPAC,6.51586481261603
HSC4,6.013573484913826
HT1080,5.3704107503716285
KE37,3.7204773665220916
KNS62,5.816923659008359
KYM1,5.036760943470002
KYSE510,5.595202425049079
LAMA84,3.891314262174056
LCLC97TM1,6.376377297786302
LXF289,6.220739777903634
MEWO,5.166632027286649
MV411,3.6602441700796904
NCIH1299,5.331977234914239
NCIH1341,3.820596382559261
NCIH1838,6.197856894171268
NCIH1876,4.416506239024839
NCIH2052,6.284034824884422
NCIH596,6.21007829112202
NCIH810,4.066873836603412
NCIN87,6.38731821464789
ONS76,5.113803826008319
OVISE,5.863457030034162
PANC0403,6.546374934299447
PANC0813,6.5745125888814595
PSN1,6.578652303100254
QGP1,4.820453798980704
RAJI,3.781957035340439
SCC4,6.366861426092848
SKLMS1,5.5145790148600025
SNU1,4.461970772549622
SNU398,4.728995645981315
SUPM2,3.7490863282737714
SW1116,6.330766139851121
SW1573,6.16008968850909
SW1990,6.637030362050471
SW837,6.6302295682461585
TE1,6.209496561289411
TE6,5.771214049540937
TT2609C02,6.334256590776271
UACC62,6.312028261408025
